loss,params,iteration,estimators,train_time
0.23040092076243213,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.9603780304263669, 'learning_rate': 0.035206929449513855, 'min_child_samples': 280, 'num_leaves': 107, 'reg_alpha': 0.9387111081298758, 'reg_lambda': 0.9964599698414002, 'subsample_for_bin': 20000, 'subsample': 0.6514918047522688}",80,550,8407.44034900004
0.24608945231022938,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.830556928150447, 'learning_rate': 0.013715141341585883, 'min_child_samples': 75, 'num_leaves': 121, 'reg_alpha': 0.6484287660980774, 'reg_lambda': 0.003123724333489108, 'subsample_for_bin': 120000, 'subsample': 1.0}",81,72,25.114136299991515
0.22933692316522714,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9034698438016422, 'learning_rate': 0.017759421490080893, 'min_child_samples': 115, 'num_leaves': 147, 'reg_alpha': 0.4714439055114506, 'reg_lambda': 0.2746562871214556, 'subsample_for_bin': 280000, 'subsample': 0.5325577718137143}",82,899,9512.080020199995
0.2305527996639578,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9969148883267985, 'learning_rate': 0.01514379292089819, 'min_child_samples': 165, 'num_leaves': 80, 'reg_alpha': 0.6067837822738108, 'reg_lambda': 0.16890008065800796, 'subsample_for_bin': 80000, 'subsample': 0.6261733791330204}",83,1733,6178.536545199982
0.22936438134365378,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.867259871022858, 'learning_rate': 0.03305499152744021, 'min_child_samples': 140, 'num_leaves': 61, 'reg_alpha': 0.8236554346489944, 'reg_lambda': 0.039745375847934916, 'subsample_for_bin': 200000, 'subsample': 0.8161358122952574}",84,298,52.81876870000269
0.22505219303453905,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.8848087397194347, 'learning_rate': 0.0224075170733227, 'min_child_samples': 90, 'num_leaves': 87, 'reg_alpha': 0.7320453614284099, 'reg_lambda': 0.41970361925100835, 'subsample_for_bin': 100000, 'subsample': 0.5614130447514151}",85,2025,5009.237860399997
0.2491735074659932,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.7859405338581792, 'learning_rate': 0.027786418671944556, 'min_child_samples': 35, 'num_leaves': 135, 'reg_alpha': 0.29237633653450124, 'reg_lambda': 0.3252281630393708, 'subsample_for_bin': 180000, 'subsample': 1.0}",86,35,19.471866100037005
0.23820515131242326,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.8504433071749362, 'learning_rate': 0.19829951297182669, 'min_child_samples': 495, 'num_leaves': 140, 'reg_alpha': 0.5179766534118794, 'reg_lambda': 0.23235418651368664, 'subsample_for_bin': 40000, 'subsample': 0.8174057663167452}",87,123,7306.611726299976
0.2271715172252351,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6553019168092296, 'learning_rate': 0.042181719885131044, 'min_child_samples': 120, 'num_leaves': 119, 'reg_alpha': 0.4248972390743374, 'reg_lambda': 0.08034792313236083, 'subsample_for_bin': 140000, 'subsample': 0.5972142829574326}",88,450,7445.737019699998
0.23256095504289076,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7150455117521607, 'learning_rate': 0.037721334130862566, 'min_child_samples': 360, 'num_leaves': 131, 'reg_alpha': 0.3824426819677269, 'reg_lambda': 0.29001423416162286, 'subsample_for_bin': 60000, 'subsample': 0.938110361557195}",89,136,30.575763900007587
0.2249846246471099,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9320924706828018, 'learning_rate': 0.025393512065799866, 'min_child_samples': 65, 'num_leaves': 108, 'reg_alpha': 0.55158765218978, 'reg_lambda': 0.11004109976820597, 'subsample_for_bin': 160000, 'subsample': 0.6781118263171098}",90,881,5591.877152999979
0.23114679068565136,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9498455023970916, 'learning_rate': 0.012654386887425774, 'min_child_samples': 190, 'num_leaves': 114, 'reg_alpha': 0.7714806726098474, 'reg_lambda': 0.3548611620540139, 'subsample_for_bin': 100000, 'subsample': 0.7585357801121364}",91,2431,8020.127912900003
0.2486262526089701,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.810398140793409, 'learning_rate': 0.020562426051801534, 'min_child_samples': 50, 'num_leaves': 124, 'reg_alpha': 0.04563694600317947, 'reg_lambda': 0.7292625849948907, 'subsample_for_bin': 60000, 'subsample': 1.0}",92,48,19.319144000008237
0.22688567404306403,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9668468522362709, 'learning_rate': 0.01111902553042226, 'min_child_samples': 85, 'num_leaves': 88, 'reg_alpha': 0.33674898277327703, 'reg_lambda': 0.6055273294308836, 'subsample_for_bin': 40000, 'subsample': 0.6085929612400041}",93,3415,5184.322035700025
0.2317238214422197,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.9877293140232029, 'learning_rate': 0.010526953795908189, 'min_child_samples': 210, 'num_leaves': 105, 'reg_alpha': 0.489103852513872, 'reg_lambda': 0.47180198365809833, 'subsample_for_bin': 120000, 'subsample': 0.6884006742572906}",94,2253,7872.745373999991
0.23503734462236214,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8285226599329472, 'learning_rate': 0.06297621109042587, 'min_child_samples': 330, 'num_leaves': 100, 'reg_alpha': 0.8744676889592313, 'reg_lambda': 0.868986944719784, 'subsample_for_bin': 220000, 'subsample': 0.5801174154135806}",95,113,32.52977169997757
0.22952130469702559,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9075607994285507, 'learning_rate': 0.016028303479377382, 'min_child_samples': 150, 'num_leaves': 95, 'reg_alpha': 0.6497838011307705, 'reg_lambda': 0.06612102462186781, 'subsample_for_bin': 100000, 'subsample': 0.9294762988222021}",96,1795,6713.519594100013
0.2552478591414534,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.769400875381142, 'learning_rate': 0.030653602681411287, 'min_child_samples': 20, 'num_leaves': 92, 'reg_alpha': 0.6926028954892798, 'reg_lambda': 0.18677031413478062, 'subsample_for_bin': 20000, 'subsample': 1.0}",97,32,17.63357010000618
0.2310408844641927,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.9780272296637746, 'learning_rate': 0.01871809015197354, 'min_child_samples': 235, 'num_leaves': 84, 'reg_alpha': 0.5618856182021892, 'reg_lambda': 0.5359498953265609, 'subsample_for_bin': 80000, 'subsample': 0.6610278707214837}",98,1573,7456.099108199996
0.2224502375050632,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.8905711343567626, 'learning_rate': 0.012592551486620857, 'min_child_samples': 40, 'num_leaves': 73, 'reg_alpha': 0.6231031056942473, 'reg_lambda': 0.6631520615657663, 'subsample_for_bin': 60000, 'subsample': 0.5163506556187991}",99,3235,4027.86173210002
0.22698192763774727,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9228151424690848, 'learning_rate': 0.017276477176364224, 'min_child_samples': 70, 'num_leaves': 145, 'reg_alpha': 0.1562458898048656, 'reg_lambda': 0.015338059111575365, 'subsample_for_bin': 20000, 'subsample': 0.5836912884918811}",100,1126,7850.065514000016
